"","megadbid","Area","S","coast_km","maxaug_c","mindec_c","continen","precip_cm","CMD","Abn_Cya_l","Abn_Cya_s_m","Abn_For_p","Abn_For_sh","Abn_Mtx_m_l","Abn_Mtx_s","Abn_For_sum34_max8","Abn_Cya_sum34_max8","Abn_Mtx_sum34_max8","Abn_eutr","Abn_inter","Abn_meso","Abn_olig","Abn_sens","Abn_tol","Abn_Max_Cya","Abn_Max_For","Abn_Max_Mtx","Abn_Max_eutr","Abn_Max_inter","Abn_Max_meso","Abn_Max_olig","Abn_Max_sens","Abn_Max_tol","Abn_Log_Cya","Abn_Log_For","Abn_Log_Mtx","Abn_Log_eutr","Abn_Log_inter","Abn_Log_meso","Abn_Log_olig","Abn_Log_sens","Abn_Log_tol","Abn_Cya_sum34_max4","Abn_For_sum34_max4","Abn_Mtx_sum34_max4"
"113",5231,"West",1.47,1,16.53,-3.74,20.27,354,0,3,0,0,3,3,3,3,3,6,3,3,6,21,21,3,3,3,3,3,3,3,3,3,3,0.3,0.1,0.6,0.1,0.1,0.1,0.1,0.1,0.1,9,3,18
"114",5233,"West",1.47,0,17.38,-1.93,19.31,216,0,0,0,4,4,4,3,8,0,7,0,9,3,52,33,16,0,4,4,0,3,3,4,4,4,0,3.4,1.923,0,0.1,0.1,1,1,1,0,24,31
"115",5234,"West",1.47,0,17.59,-1.64,19.23,206,0,4,0,3,4,0,3,7,4,3,0,0,3,14,17,12,4,4,3,0,0,3,4,4,3,2.2,1.101,0.34,0,0.01,0.1,1,1,0.1,14,7,9
"116",5235,"West",1.47,0,17.59,-1.64,19.23,206,0,3,0,3,0,3,3,3,3,6,12,12,6,33,15,12,3,3,3,3,3,3,3,3,3,0.301,0.1,0.801,0.1,0.1,0.1,0.1,0.1,0.1,9,3,24
"117",5236,"West",1.47,1,16.82,-3.02,19.84,267,0,0,0,3,4,3,3,7,0,6,0,3,0,12,10,3,0,4,3,0,3,0,3,4,3,0.002,1.1,0.225,0,0.1,0.001,0.1,1,0.1,0,7,6
"118",5237,"West",1.47,1,16.82,-3.02,19.84,267,0,3,0,3,4,3,3,7,3,6,3,9,6,39,25,9,3,4,3,3,3,3,3,4,3,0.2,1.11,1.112,0.1,0.1,0.1,0.1,1,0.1,6,7,33
"119",5238,"West",1.47,1,17.27,-2.76,20.03,268,0,0,0,3,3,3,3,6,0,6,0,15,3,36,21,3,0,3,3,0,3,3,3,3,3,0.001,0.7,0.544,0,0.1,0.1,0.1,0.1,0.1,0,21,15
"120",5239,"West",1.47,6,14.3,-6.81,21.11,371,0,0,0,0,0,3,3,0,0,6,0,0,3,9,12,0,0,0,3,0,0,3,3,3,0,0.01,0.01,0.33,0,0,0.1,0.1,0.1,0,0,0,9
"121",5240,"West",1.47,6,14.3,-6.81,21.11,371,0,3,0,3,0,3,3,3,3,6,0,0,6,18,21,0,3,3,3,0,0,3,3,3,0,0.1,0.23,0.441,0,0.01,0.1,0.1,0.1,0.01,3,6,12
"122",5241,"West",1.47,6,14.3,-6.81,21.11,371,0,3,0,0,0,0,3,0,3,3,0,0,0,12,9,0,3,0,3,0,0,0,3,3,0,0.1,0.001,0.211,0,0,0,0.1,0.1,0,3,0,6
"123",5245,"West",1.47,2,16.79,-1.97,18.76,301,0,3,0,3,3,4,3,6,3,7,3,7,7,20,12,7,3,3,4,3,4,4,4,3,4,0.1,0.2,2.333,0.1,1,1,1,0.1,1,3,6,17
"124",5246,"West",1.47,2,17.07,-1.64,18.71,316,0,3,0,3,0,0,0,3,3,0,0,0,0,9,6,0,3,3,0,0,0,0,3,3,0,0.201,0.111,0.031,0.001,0.01,0.01,0.1,0.1,0.01,6,3,0
"125",5247,"West",1.47,2,17.07,-1.64,18.71,316,0,3,0,3,3,3,3,6,3,6,9,6,6,36,21,12,3,3,3,3,3,3,3,3,3,0.1,0.4,0.8,0.1,0.1,0.1,0.1,0.1,0.1,3,12,24
"126",5248,"West",1.47,5,16.96,-0.77,17.73,292,0,3,0,3,3,3,3,6,3,6,3,9,21,36,36,9,3,3,3,3,3,3,3,3,3,0.4,0.5,0.6,0.1,0.1,0.1,0.1,0.1,0.1,12,15,18
"127",5249,"West",1.47,5,18.42,-1.5,19.92,276,0,0,0,3,3,3,4,6,0,7,0,15,6,48,33,13,0,3,4,0,3,3,3,3,4,0,0.51,2.1,0,0.1,0.1,0.1,0.1,1,0,15,37
"128",5251,"West",1.47,5,13.08,-7.1,20.18,505,0,3,3,0,0,3,3,0,6,6,0,0,3,24,18,3,3,0,3,0,0,3,3,3,3,0.3,0,0.6,0,0,0.1,0.1,0.1,0.1,9,0,18
"129",5252,"West",1.47,1,16.83,-3.41,20.24,312,0,0,0,4,4,4,4,8,0,8,3,13,12,73,56,15,0,4,4,3,4,3,4,4,3,0,3.7,4.903,0.1,1,0.1,1,1,0.1,0,33,43
"130",5253,"West",1.47,7,17.87,-2,19.87,226,0,3,0,0,0,3,3,0,3,6,3,15,6,24,9,9,3,0,3,3,3,3,3,3,3,0.2,0,0.9,0.1,0.1,0.1,0.1,0.1,0.1,6,0,27
"131",5254,"West",1.47,5,17.54,-3.06,20.6,316,0,3,3,0,0,3,0,0,6,3,6,12,3,18,3,3,3,0,3,3,3,3,3,3,3,0.6,0,0.2,0.1,0.1,0.1,0.1,0.1,0.1,18,0,6
"132",5255,"West",1.47,20,18.68,-3.68,22.36,236,50,4,4,0,0,0,0,0,8,0,3,4,9,17,21,4,4,0,0,3,4,3,4,3,4,2.631,0,0.01,0.1,1,0.1,1,0.1,1,26,0,0
"133",5256,"West",1.47,20,18.68,-3.68,22.36,236,50,3,0,0,0,0,3,0,3,3,0,3,0,9,6,3,3,0,3,0,3,0,3,3,3,0.1,0,0.31,0,0.1,0,0.1,0.1,0.1,3,0,9
"134",5258,"West",1.47,9,18.73,-2.28,21.01,244,29,3,3,0,0,3,0,0,6,3,3,9,0,39,21,6,3,0,3,3,3,0,3,3,3,0.933,0,0.143,0.1,0.1,0.01,0.1,0.1,0.1,27,0,3
"135",5259,"West",1.47,9,18.66,-3.28,21.94,261,32,4,4,0,0,3,3,0,8,6,7,17,6,32,15,10,4,0,3,4,4,3,4,3,4,2.512,0,0.25,1,1,0.1,1,0.1,1,23,0,6
"136",5260,"West",1.47,8,17.77,-4.25,22.02,255,25,3,3,0,0,3,3,0,6,6,12,9,3,24,18,6,3,0,3,3,3,3,3,3,3,0.54,0,0.401,0.1,0.1,0.1,0.1,0.1,0.1,15,0,12
"137",5261,"West",1.47,22,18.94,-3.21,22.15,234,53,3,0,0,0,3,0,0,3,3,3,0,3,21,15,9,3,0,3,3,0,3,3,3,3,0.441,0,0.324,0.1,0.01,0.1,0.1,0.1,0.1,12,0,9
"138",5262,"West",1.47,22,18.94,-3.21,22.15,234,53,3,3,0,0,0,0,0,6,0,6,3,0,6,9,0,3,0,0,3,3,0,3,3,0,0.322,0,0.018,0.1,0.1,0.001,0.1,0.1,0.01,9,0,0
"139",5266,"West",1.47,30,16.75,-5.04,21.79,263,65,4,0,0,3,3,0,3,4,3,0,3,6,7,10,3,4,3,3,0,3,3,4,4,3,1.013,0.11,0.212,0,0.1,0.1,1,1,0.1,4,3,6
"140",5267,"West",1.47,30,16.75,-5.04,21.79,263,65,3,3,0,0,3,0,0,6,3,6,12,6,18,15,0,3,0,3,3,3,3,3,3,0,0.5,0,0.3,0.1,0.1,0.1,0.1,0.1,0,15,0,9
"141",5270,"West",1.47,5,12.44,-8.48,20.92,476,0,3,0,4,3,3,3,7,3,6,0,9,9,47,31,9,3,4,3,0,3,3,4,4,3,0.1,2.41,0.902,0.001,0.1,0.1,1,1,0.1,3,20,27
"142",5272,"West",1.47,20,18.75,-3.6,22.35,237,50,3,0,0,0,0,0,0,3,0,0,0,0,6,3,0,3,0,0,0,0,0,3,3,0,0.21,0.001,0.011,0,0.001,0.01,0.1,0.1,0.001,6,0,0
"143",5278,"West",1.47,0,17.49,-1.98,19.47,245,0,0,0,4,4,4,3,8,0,7,3,7,13,36,28,14,0,4,4,3,4,4,4,4,4,0,3.12,3.731,0.1,1,1,1,1,1,0,15,33
"144",5279,"West",1.47,0,17.49,-1.98,19.47,245,0,3,0,3,3,3,3,6,3,6,3,9,3,24,9,6,3,3,3,3,3,3,3,3,3,0.1,0.4,0.3,0.1,0.1,0.1,0.1,0.1,0.1,3,12,9
"145",5284,"West",1.47,8,17.11,-2.42,19.53,272,0,3,0,3,4,3,3,7,3,6,3,6,0,18,7,3,3,4,3,3,3,0,3,4,3,0.2,1.11,0.341,0.1,0.1,0.01,0.1,1,0.1,6,7,9
"146",5285,"West",1.47,1,17.83,-2.06,19.89,237,0,3,0,0,0,3,3,0,3,6,9,6,3,6,6,6,3,0,3,3,3,3,3,3,3,0.1,0,0.5,0.1,0.1,0.1,0.1,0.1,0.1,3,0,15
"147",5286,"West",1.47,7,18.37,-1.56,19.93,208,0,3,0,0,0,3,3,0,3,6,6,9,3,15,15,3,3,0,3,3,3,3,3,3,3,0.1,0.01,0.63,0.1,0.1,0.1,0.1,0.1,0.1,3,0,18
"148",5287,"West",1.47,7,18.09,-2.4,20.49,221,0,0,0,4,3,3,3,7,0,6,3,9,9,45,26,13,0,4,3,3,3,3,4,4,4,0,2.31,1.01,0.1,0.1,0.1,1,1,1,0,17,30
"149",5288,"West",1.47,7,18.09,-2.4,20.49,221,0,3,0,0,4,3,3,4,3,6,3,6,6,15,10,6,3,4,3,3,3,3,3,4,3,0.1,1.001,0.503,0.1,0.1,0.1,0.1,1,0.1,3,4,15
"150",5289,"West",1.47,7,18.09,-2.4,20.49,221,0,0,0,3,4,3,3,7,0,6,3,12,15,39,28,9,0,4,3,3,3,3,3,4,3,0,1.5,1.2,0.1,0.1,0.1,0.1,1,0.1,0,19,36
"151",5338,"West",1.47,5,12.44,-8.48,20.92,476,0,3,0,3,3,3,3,6,3,6,3,9,6,21,12,6,3,3,3,3,3,3,3,3,3,0.1,0.3,0.5,0.1,0.1,0.1,0.1,0.1,0.1,3,9,15
"152",5294,"West",1.47,12,15.71,-4.24,19.95,394,0,0,0,4,3,3,0,7,0,3,0,6,3,16,10,6,0,4,3,0,3,3,4,4,3,0,1.3,0.113,0,0.1,0.1,1,1,0.1,0,13,3
"153",5295,"West",1.47,12,15.55,-4.38,19.93,404,0,0,0,4,0,3,0,4,0,3,0,3,3,7,4,3,0,4,3,0,3,3,4,4,3,0,1.02,0.14,0.01,0.1,0.1,1,1,0.1,0,4,3
"154",5296,"West",1.47,12,15.63,-4.2,19.83,400,0,0,0,4,3,3,0,7,0,3,0,0,0,16,16,3,0,4,3,0,0,0,4,4,3,0,1.3,0.132,0,0.01,0.01,1,1,0.1,0,13,3
"155",5297,"West",1.47,10,15.55,-4.32,19.87,406,0,0,0,4,3,3,0,7,0,3,0,6,3,22,13,6,0,4,3,0,3,3,4,4,3,0,1.31,0.351,0,0.1,0.1,1,1,0.1,0,13,9
"156",5298,"West",1.47,14,15.06,-4.68,19.74,443,0,0,0,4,0,0,0,4,0,0,0,3,0,7,4,0,0,4,0,0,3,0,4,4,0,0,1.121,0.024,0,0.1,0,1,1,0.01,0,7,0
"157",5299,"West",1.47,11,15.55,-4.4,19.95,407,0,0,0,4,0,3,3,4,0,6,0,6,3,16,10,0,0,4,3,0,3,3,4,4,0,0,1.131,0.361,0,0.1,0.1,1,1,0.01,0,7,9
"158",5303,"West",1.47,13,15.69,-4.11,19.8,391,0,3,0,0,0,0,3,0,3,3,3,9,0,27,18,0,3,0,3,3,3,0,3,3,0,0.62,0,0.131,0.1,0.1,0.01,0.1,0.1,0,18,0,3
"159",5304,"West",1.47,10,15.62,-4.19,19.81,401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.01,0.003,0,0.001,0.001,0.01,0.01,0.001,0,0,0
"160",5308,"West",1.47,9,16.82,-1.13,17.95,291,0,0,0,4,3,3,0,7,0,3,0,3,6,16,16,3,0,4,3,0,3,3,4,4,3,0,1.101,0.52,0,0.1,0.1,1,1,0.1,0,7,15
"161",5309,"West",1.47,5,15.46,-2.67,18.13,325,0,0,0,4,3,3,4,7,0,7,0,3,6,18,18,3,0,4,4,0,3,3,4,4,3,0,1.101,1.333,0,0.1,0.1,1,1,0.1,0,7,13
"162",5310,"West",1.47,3,16.33,-4.55,20.88,223,0,0,0,4,3,4,3,7,0,7,0,9,17,28,33,3,0,4,4,0,3,4,4,4,3,0,1.2,2.822,0,0.1,1,1,1,0.1,0,10,32
"163",5311,"West",1.47,8,15.64,-4.09,19.73,400,0,0,0,4,0,0,0,4,0,0,0,3,0,7,4,0,0,4,0,0,3,0,4,4,0,0,1.121,0.024,0,0.1,0,1,1,0.01,0,7,0
"164",5312,"West",1.47,0,17.05,-1.48,18.53,210,0,3,0,3,0,3,3,3,3,6,3,9,3,33,21,6,3,3,3,3,3,3,3,3,3,0.2,0.2,0.9,0.1,0.1,0.1,0.1,0.1,0.1,6,6,27
"165",5370,"West",1.47,0,16.99,-0.34,17.33,225,0,3,3,0,3,3,3,3,6,6,15,0,3,6,18,0,3,3,3,3,0,3,3,3,0,0.2,0.2,0.2,0.1,0,0.1,0.1,0.1,0,6,6,6
"166",5376,"West",1.47,0,16.99,-1.45,18.44,236,0,3,3,0,3,3,0,3,6,3,15,3,6,24,27,6,3,3,3,3,3,3,3,3,3,0.8,0.2,0.4,0.1,0.1,0.1,0.1,0.1,0.1,24,6,12
"167",5441,"West",1.47,0,16.63,-1.6,18.23,225,0,0,3,0,0,3,3,0,3,6,3,3,6,6,9,6,3,0,3,3,3,3,3,3,3,0.2,0,0.3,0.1,0.1,0.1,0.1,0.1,0.1,6,0,9
"168",5459,"West",1.47,2,16.77,-1.17,17.94,231,0,0,3,3,3,3,3,6,3,6,3,3,6,12,12,6,3,3,3,3,3,3,3,3,3,0.1,0.3,0.3,0.1,0.1,0.1,0.1,0.1,0.1,3,9,9
"169",4923,"West",1.47,0,14.95,-2.9,17.85,355,0,3,0,3,3,3,3,6,3,6,0,3,3,27,21,12,3,3,3,0,3,3,3,3,3,0.1,0.4,0.5,0,0.1,0.1,0.1,0.1,0.1,3,12,15
"170",4925,"West",1.47,1,15.26,-3.31,18.57,408,0,0,0,3,3,3,3,6,0,6,0,6,3,21,12,6,0,3,3,0,3,3,3,3,3,0,0.2,0.5,0,0.1,0.1,0.1,0.1,0.1,0,6,15
"171",4928,"West",1.47,6,17.18,-8.67,25.85,199,0,3,0,3,3,3,3,6,3,6,3,15,9,72,51,21,3,3,3,3,3,3,3,3,3,0.6,0.5,1.2,0.1,0.1,0.1,0.1,0.1,0.1,18,15,36
"172",4929,"West",1.47,6,15.85,-4.36,20.21,302,0,3,0,3,3,3,3,6,3,6,0,0,9,15,21,6,3,3,3,0,0,3,3,3,3,0.2,0.2,0.4,0,0,0.1,0.1,0.1,0.1,6,6,12
"173",4930,"West",1.47,12,16.13,-4.95,21.08,278,0,3,3,0,0,3,3,0,6,6,3,12,18,39,39,12,3,0,3,3,3,3,3,3,3,0.9,0,0.8,0.1,0.1,0.1,0.1,0.1,0.1,27,0,24
"174",4931,"West",1.47,2,16.08,-3.88,19.96,295,0,3,3,0,0,3,3,0,6,6,3,0,3,27,21,3,3,0,3,3,0,3,3,3,3,0.7,0,0.3,0.1,0,0.1,0.1,0.1,0.1,21,0,9
"175",4935,"West",1.47,0,15.76,-3.41,19.17,396,0,0,0,3,3,3,3,6,0,6,3,12,6,33,15,15,0,3,3,3,3,3,3,3,3,0,0.4,0.9,0.1,0.1,0.1,0.1,0.1,0.1,0,12,27
"176",4938,"West",1.47,0,15.1,-4.29,19.39,330,0,3,0,3,3,3,3,6,3,6,0,3,3,18,18,0,3,3,3,0,3,3,3,3,0,0.1,0.2,0.4,0,0.1,0.1,0.1,0.1,0,3,6,12
"177",4939,"West",1.47,8,15.08,-5.41,20.49,389,0,0,0,3,0,3,3,3,0,6,0,3,3,27,24,3,0,3,3,0,3,3,3,3,3,0,0.4,0.3,0,0.1,0.1,0.1,0.1,0.1,0,12,9
"178",4940,"West",1.47,7,15.66,-4.66,20.32,346,0,3,0,3,0,3,3,3,3,6,6,12,0,48,27,6,3,3,3,3,3,0,3,3,3,0.4,0.5,0.5,0.1,0.1,0,0.1,0.1,0.1,12,15,15
"179",4941,"West",1.47,2,15.64,-4.65,20.29,386,0,0,0,3,0,3,0,3,0,3,0,6,12,18,12,3,0,3,3,0,3,3,3,3,3,0,0.3,0.6,0,0.1,0.1,0.1,0.1,0.1,0,9,18
"180",4965,"West",1.47,14,15.77,-5.28,21.05,314,0,0,3,0,0,0,3,0,3,3,0,6,3,18,15,0,3,0,3,0,3,3,3,3,0,0.1,0,0.6,0,0.1,0.1,0.1,0.1,0,3,0,18
"181",4970,"West",1.47,0,15.32,-3.93,19.25,356,0,0,3,3,0,3,3,3,3,6,0,0,3,21,18,3,3,3,3,0,0,3,3,3,3,0.1,0.1,0.5,0,0,0.1,0.1,0.1,0.1,3,3,15
"182",4971,"West",1.47,0,15.1,-4.29,19.39,330,0,3,0,3,3,3,3,6,3,6,0,9,9,39,21,3,3,3,3,0,3,3,3,3,3,0.1,0.2,1,0,0.1,0.1,0.1,0.1,0.1,3,6,30
"183",4979,"West",1.47,0,16.37,-5.16,21.53,302,0,3,0,3,3,3,3,6,3,6,0,3,6,33,24,6,3,3,3,0,3,3,3,3,3,0.3,0.3,0.5,0,0.1,0.1,0.1,0.1,0.1,9,9,15
"184",4954,"West",1.47,0,15.6,-3.78,19.38,688,0,3,3,0,0,0,0,0,6,0,0,9,6,27,18,3,3,0,0,0,3,3,3,3,3,0.9,0,0,0,0.1,0.1,0.1,0.1,0.1,27,0,0
"185",4955,"West",1.47,1,15.38,-4.18,19.56,731,0,0,0,3,0,3,3,3,0,6,0,3,3,30,24,6,0,3,3,0,3,3,3,3,3,0,0.5,0.4,0,0.1,0.1,0.1,0.1,0.1,0,15,12
"186",5524,"West",1.47,0,17.65,-1.11,18.76,208,0,3,3,3,3,3,3,6,6,6,6,18,9,54,33,12,3,3,3,3,3,3,3,3,3,0.8,0.3,0.8,0.1,0.1,0.1,0.1,0.1,0.1,24,9,24
"187",5525,"West",1.47,0,17.53,-1.22,18.75,209,0,3,3,0,0,3,3,0,6,6,9,12,9,27,27,6,3,0,3,3,3,3,3,3,3,0.6,0,0.7,0.1,0.1,0.1,0.1,0.1,0.1,18,0,21
"188",5527,"West",1.47,0,17.61,-0.99,18.6,211,0,3,3,3,3,3,3,6,6,6,15,0,15,30,42,18,3,3,3,3,0,3,3,3,3,0.5,0.3,1,0.1,0,0.1,0.1,0.1,0.1,15,9,30
"189",5636,"West",1.47,4,17.87,-0.06,17.93,290,0,3,0,0,3,0,3,3,3,3,3,0,3,12,15,3,3,3,3,3,0,3,3,3,3,0.301,0.3,0.1,0.1,0.001,0.1,0.1,0.1,0.1,9,9,3
"190",5625,"West",1.47,0,17.14,0.78,16.36,237,0,3,3,0,3,3,3,3,6,6,15,18,9,36,33,9,3,3,3,3,3,3,3,3,3,1,0.3,0.5,0.1,0.1,0.1,0.1,0.1,0.1,30,9,15
"191",5626,"West",1.47,0,16.8,0.4,16.4,247,0,3,3,3,0,3,3,3,6,6,6,3,9,18,24,6,3,3,3,3,3,3,3,3,3,0.5,0.1,0.3,0.1,0.1,0.1,0.1,0.1,0.1,15,3,9
"192",5535,"West",1.47,0,18.87,-2.08,20.95,332,0,3,3,3,3,0,3,6,6,3,0,6,3,42,39,3,3,3,3,0,3,3,3,3,3,0.6,0.5,0.3,0,0.1,0.1,0.1,0.1,0.1,18,15,9
"193",5536,"West",1.47,0,18.32,-0.44,18.76,286,0,3,3,3,3,3,3,6,6,6,12,27,9,96,69,12,3,3,3,3,3,3,3,3,3,1.1,0.7,1.3,0.1,0.1,0.1,0.1,0.1,0.1,33,21,39
"194",5537,"West",1.47,2,18.85,-1.3,20.15,274,0,3,3,3,3,3,3,6,6,6,12,24,9,96,57,27,3,3,3,3,3,3,3,3,3,0.6,1,1.6,0.1,0.1,0.1,0.1,0.1,0.1,18,30,48
"195",5538,"West",1.47,0,17.08,-3.78,20.86,176,0,3,0,3,3,3,3,6,3,6,21,24,33,84,69,30,3,3,3,3,3,3,3,3,3,0.8,1,1.8,0.1,0.1,0.1,0.1,0.1,0.1,24,30,54
"196",5539,"West",1.47,0,17.25,-2.83,20.08,185,11,3,3,3,3,3,3,6,6,6,24,27,30,84,72,24,3,3,3,3,3,3,3,3,3,0.7,1.6,1.4,0.1,0.1,0.1,0.1,0.1,0.1,21,48,42
"197",5542,"West",1.47,0,18,0.19,17.81,190,0,3,3,3,3,3,3,6,6,6,18,21,15,75,60,12,3,3,3,3,3,3,3,3,3,1.2,0.6,1.1,0.1,0.1,0.1,0.1,0.1,0.1,36,18,33
"198",5543,"West",1.47,0,17.88,-0.1,17.98,299,0,3,3,3,3,3,3,6,6,6,45,18,36,81,81,33,3,3,3,3,3,3,3,3,3,1,1.5,1.7,0.1,0.1,0.1,0.1,0.1,0.1,30,45,51
"199",5544,"West",1.47,0,18.52,-1.55,20.07,241,0,3,3,3,3,3,3,6,6,6,18,24,12,63,45,24,3,3,3,3,3,3,3,3,3,0.8,0.8,0.8,0.1,0.1,0.1,0.1,0.1,0.1,24,24,24
"200",5546,"West",1.47,1,18.31,-2.96,21.27,275,0,3,3,3,3,3,3,6,6,6,0,18,21,114,87,27,3,3,3,0,3,3,3,3,3,1.2,0.8,1.7,0,0.1,0.1,0.1,0.1,0.1,36,24,51
"201",5547,"West",1.47,0,17.87,-3.78,21.65,294,0,3,3,3,3,3,3,6,6,6,21,30,24,96,57,33,3,3,3,3,3,3,3,3,3,1.1,0.7,2,0.1,0.1,0.1,0.1,0.1,0.1,33,21,60
"202",5548,"West",1.47,0,16.92,-1.28,18.2,234,0,3,3,3,3,3,3,6,6,6,12,9,12,63,45,15,3,3,3,3,3,3,3,3,3,0.8,0.6,0.9,0.1,0.1,0.1,0.1,0.1,0.1,24,18,27
"203",5549,"West",1.47,5,17.81,-2.02,19.83,229,0,3,3,3,3,3,3,6,6,6,21,18,24,81,66,27,3,3,3,3,3,3,3,3,3,1,0.6,1.3,0.1,0.1,0.1,0.1,0.1,0.1,30,18,39
"204",5551,"West",1.47,0,16.42,-0.78,17.2,359,0,3,3,3,3,3,3,6,6,6,3,15,12,78,60,15,3,3,3,3,3,3,3,3,3,1.1,0.4,1.1,0.1,0.1,0.1,0.1,0.1,0.1,33,12,33
"205",5552,"West",1.47,1,16.99,-0.38,17.37,362,0,3,3,3,3,3,3,6,6,6,18,18,18,60,51,24,3,3,3,3,3,3,3,3,3,1.1,1,0.9,0.1,0.1,0.1,0.1,0.1,0.1,33,30,27
"206",5553,"West",1.47,0,16.96,-0.29,17.25,320,0,3,3,3,3,3,3,6,6,6,12,15,18,57,45,15,3,3,3,3,3,3,3,3,3,0.4,1.1,0.7,0.1,0.1,0.1,0.1,0.1,0.1,12,33,21
"207",5554,"West",1.47,1,16.36,-0.58,16.94,325,0,3,3,3,0,3,3,3,6,6,9,18,18,99,72,18,3,3,3,3,3,3,3,3,3,1.1,0.9,1.2,0.1,0.1,0.1,0.1,0.1,0.1,33,27,36
"208",5556,"West",1.47,2,18.06,0.29,17.77,267,0,3,3,3,3,3,3,6,6,6,27,18,9,84,69,12,3,3,3,3,3,3,3,3,3,1,1.4,0.6,0.1,0.1,0.1,0.1,0.1,0.1,30,42,18
"209",5557,"West",1.47,0,18.08,0.7,17.38,231,0,3,3,3,3,3,0,6,6,3,15,18,18,72,60,9,3,3,3,3,3,3,3,3,3,0.9,1.2,0.5,0.1,0.1,0.1,0.1,0.1,0.1,27,36,15
"210",5558,"West",1.47,0,17.13,0.79,16.34,238,0,3,3,3,3,3,3,6,6,6,33,21,21,102,96,24,3,3,3,3,3,3,3,3,3,1.5,1.5,1.1,0.1,0.1,0.1,0.1,0.1,0.1,45,45,33
"211",5559,"West",1.47,0,17.16,0.47,16.69,242,0,3,3,3,3,3,3,6,6,6,30,18,18,90,75,36,3,3,3,3,3,3,3,3,3,1.1,1.4,1.4,0.1,0.1,0.1,0.1,0.1,0.1,33,42,42
"212",5560,"West",1.47,0,17.14,0.45,16.69,246,0,3,3,3,3,3,3,6,6,6,9,15,15,72,45,24,3,3,3,3,3,3,3,3,3,0.6,1.3,0.4,0.1,0.1,0.1,0.1,0.1,0.1,18,39,12
"213",5561,"West",1.47,0,17.21,0.27,16.94,246,0,3,3,3,3,3,3,6,6,6,30,24,33,96,90,33,3,3,3,3,3,3,3,3,3,1.3,1.7,1.2,0.1,0.1,0.1,0.1,0.1,0.1,39,51,36
"214",5562,"West",1.47,0,17.35,0,17.35,255,0,3,3,3,3,3,3,6,6,6,24,18,12,87,60,33,3,3,3,3,3,3,3,3,3,0.7,1.4,1.3,0.1,0.1,0.1,0.1,0.1,0.1,21,42,39
"215",5563,"West",1.47,0,18.41,-1.13,19.54,209,0,3,3,3,3,3,3,6,6,6,24,21,18,69,48,21,3,3,3,3,3,3,3,3,3,0.9,0.9,0.7,0.1,0.1,0.1,0.1,0.1,0.1,27,27,21
"216",5564,"West",1.47,0,17.86,-1.09,18.95,248,0,3,3,3,3,3,3,6,6,6,21,21,21,93,78,21,3,3,3,3,3,3,3,3,3,1.2,1,1.1,0.1,0.1,0.1,0.1,0.1,0.1,36,30,33
"217",5565,"West",1.47,0,17.1,-1.44,18.54,213,0,3,3,3,3,3,3,6,6,6,33,24,30,114,108,42,3,3,3,3,3,3,3,3,3,1.7,1.3,1.8,0.1,0.1,0.1,0.1,0.1,0.1,51,39,54
"218",5566,"West",1.47,2,15.05,0.08,14.97,280,0,3,3,0,3,3,0,3,6,3,18,9,3,21,24,3,3,3,3,3,3,3,3,3,3,0.6,0.4,0.3,0.1,0.1,0.1,0.1,0.1,0.1,18,12,9
"219",5567,"West",1.47,2,15.42,0.43,14.99,264,0,3,3,3,3,3,0,6,6,3,15,12,9,69,63,9,3,3,3,3,3,3,3,3,3,1,0.9,0.4,0.1,0.1,0.1,0.1,0.1,0.1,30,27,12
"220",5568,"West",1.47,1,14.46,-0.36,14.82,264,0,3,3,3,3,3,3,6,6,6,21,24,9,81,60,9,3,3,3,3,3,3,3,3,3,1.2,1,0.6,0.1,0.1,0.1,0.1,0.1,0.1,36,30,18
"221",5569,"West",1.47,0,15.02,-0.04,15.06,243,0,3,3,3,3,3,3,6,6,6,6,21,3,63,36,6,3,3,3,3,3,3,3,3,3,1.4,0.3,0.4,0.1,0.1,0.1,0.1,0.1,0.1,42,9,12
"222",5570,"West",1.47,2,14.26,-0.15,14.41,264,0,3,3,3,3,3,0,6,6,3,15,18,6,60,42,12,3,3,3,3,3,3,3,3,3,0.8,0.8,0.5,0.1,0.1,0.1,0.1,0.1,0.1,24,24,15
"223",5571,"West",1.47,2,15.59,-0.18,15.77,288,0,3,3,3,3,3,3,6,6,6,12,15,3,60,39,9,3,3,3,3,3,3,3,3,3,0.6,1.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,18,33,6
"224",5572,"West",1.47,3,15.09,-0.52,15.61,280,0,3,3,3,3,3,3,6,6,6,24,15,12,90,72,24,3,3,3,3,3,3,3,3,3,0.7,1.4,1.1,0.1,0.1,0.1,0.1,0.1,0.1,21,42,33
"225",5573,"West",1.47,3,14.8,0.07,14.73,254,0,3,0,0,3,3,3,3,3,6,6,0,3,9,12,3,3,3,3,3,0,3,3,3,3,0.1,0.2,0.2,0.1,0,0.1,0.1,0.1,0.1,3,6,6
"226",5574,"West",1.47,4,14.08,-0.65,14.73,310,0,3,3,3,3,3,3,6,6,6,3,15,3,30,9,9,3,3,3,3,3,3,3,3,3,0.5,0.3,0.3,0.1,0.1,0.1,0.1,0.1,0.1,15,9,9
